pk,id,link,name,rent,bedrooms,bathrooms,size,description,address,img,features,walk score,transit score,bike score,dogs_allowed,cats_allowed,feature_vector,cluster
429,6n2t7zr,https://www.apartments.com/17-w-54th-st-new-york-ny-unit-6c/6n2t7zr/,17 W 54th St Unit 6C,"6,500",1,1,,"About 17 W 54th St New York, NY 10019 This is a unique opportunity to rent an elegant and comfortable one bedroom/1 bathroom home at the iconic Rockefeller Apartment building. It has been gut renovated and showcases a gracious and striking layout enhanced by the perfect balance of the stunning Moma Sculpture Garden and an unobstructed south-facing city skyline backdrop you can enjoy from the bay windows. All windows were updated on 2020. No sound from the outside unless you open the windows. The place has beautiful natural south exposure lighting that fills the living room, dining room, kitchen, and bedroom. The Rockefeller Apartments is an iconic residential complex comprised of two buildings in midtown adjoined by an elegant private garden. Located off Fifth Avenue on 54th Street across from MOMA as well as on 55th Street. The complex was built in 1936 as world-class apartments by the Rockefeller family architects, Wallace Harrison and Andre Fouilhoux and was declared an ""International Style"" New York landmark by the Landmarks Commission in 1984. The Rockefeller Apartments is a unique and historical urban oasis in the grand center of midtown surrounded by award-winning restaurants, fashionable stores, the art galleries of 57th Street, and the unparalleled cultural riches of Manhattan: The Museum of Modern Art, the theater district, Carnegie Hall, Lincoln Center and more. One can access the incredible nature of Central Park and Wollman Rink, located only a few blocks away. Come have a look at your next place in the city. 17 W 54th St is a condo located in Manhattan County, the 10019 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","17 W 54th St, New York, NY 10019  Midtown Center","[""https://images1.apartments.com/i2/6Zo4Cj38YFUNsZSwiu8sK1Lp2eeSlNYB51PSS1Dcdn4/111/17-w-54th-st-unit-6c-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/vj_HJGk-vNfOHHcfhDwNjOQG6vQ8RNo_15PWh3IjIeI/111/17-w-54th-st-unit-6c-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/6Zo4Cj38YFUNsZSwiu8sK1Lp2eeSlNYB51PSS1Dcdn4/111/17-w-54th-st-unit-6c-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/vj_HJGk-vNfOHHcfhDwNjOQG6vQ8RNo_15PWh3IjIeI/111/17-w-54th-st-unit-6c-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/_qoJpvMgfQyvR1YDiyZAc4EzpHgkgpOD2YEtp6eVW8M/111/17-w-54th-st-unit-6c-new-york-ny-building-photo.jpg?p=1""]",[],98,100,84,yes,yes,"[0.0, 0.0, 0.0, 0.0, 0.81, 0.0, 0.1, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06]",1
430,zzbse3z,https://www.apartments.com/1414-6th-ave-new-york-city-ny-unit-25g/zzbse3z/,1414 6th Ave Unit 25G,"15,500",2,2.5,,"About 1414 6th Ave New York City, NY 10023 NO FEE! You can rent this expansive, sophisticated two bedroom, 2.5 bath condo for less than the price of a hotel room, while enjoying first class hotel amenities. Fully renovated, freshly painted, direct Central Park views, and your own washer/dryer, make this the perfect Manhattan home. Just north of Columbus Circle, 25G offers Central Park as your front yard, while inside, every detail has been attended to in a completely renovated two-bedroom, two bath, plus powder room, home. Bright, and comfortable thanks to high ceilings, walls of windows, and 1,767 square feet of space. With the largest living room in the building, the G-line provides front row seat views of Central Park. The Master Bedroom has abundant closet space, an utterly luxurious en suite bath, and the second bedroom views overlook Lincoln Square. Wide-plank Mirage hardwood floors lend a rustic flavor, Italian porcelain tile in the baths add elegance, and the eat-in kitchen is outfitted with Viking appliances, Sub-Zero dual temperature wine cooler, Caesarstone countertops, plus big windows for sunset views. One Central Park West offers Hotel Services and amenities, not the least of which is the Michelin Starred restaurant, Jean-Georges, in the lobby - the very best in fine dining."" Our spa includes a fitness center, and swimming pool, available to residents, and guests. Columbus Circle, The Time Warner Center, Lincoln Center are all just outside your door. "" 1414 6th Ave is a condo located in Manhattan County, the 10023 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","1414 6th Ave, New York City, NY 10023  Midtown East","[""https://images1.apartments.com/i2/XloZvE04L42c7hzEsyz9wrhC--_KnN71-x7f0QJE97I/111/1414-6th-ave-unit-25g-new-york-city-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/Lw_kSSgwqzTbMDeUqYqzxv39EtQAPQKs-ijHQu5aKkw/117/1414-6th-ave-unit-25g-new-york-city-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/0GznL8tmSIjUAcv5D56WhSmrYWOa0QgMuraMf1rLGWE/117/1414-6th-ave-unit-25g-new-york-city-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/_dfwZfxzHnF3krykVv2YcchtRa8JtTe-il1zg6DBLvI/117/1414-6th-ave-unit-25g-new-york-city-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/8ll4y3OyvnVLj8AZ6M-Le6a6XbdXQ-nd5L2tj-0voMI/117/1414-6th-ave-unit-25g-new-york-city-ny-building-photo.jpg?p=1""]","['Washer/Dryer - In Unit', 'Washer/Dryer Hookup']",99,100,84,,,"[0.0, 0.0, 0.0, 0.0, 0.51, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42]",4
431,gvr99gw,https://www.apartments.com/33-w-56th-st-new-york-ny-unit-4b/gvr99gw/,33 W 56th St Unit 4B,"8,000",2,2.5,,"About 33 W 56th St New York, NY 10019 Move into the Centurion, legendary architect I.M Pei's latest elegant residential creation! Just steps from Fifth Avenue, MOMA and superb dining . The exiting, bright 2 bedroom , 2 1/2 bathroom residence has 10 foot ceiling and enormous windows facing south. The oversize master bathroom comes with a soaking tub, separate shower stall and dual sink vanity . Washer and Dryer in unit.The residential and common area finishes are of unprecedented quality and beauty. On premises is a state of the art fitness club, full time white glove concierge and doorman services, Resident superintendent. 24 hours attended garage. The apartment is currently unfurnished. 33 W 56th St is a condo located in Manhattan County, the 10019 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","33 W 56th St, New York, NY 10019  Midtown Center","[""https://images1.apartments.com/i2/95lD44evV8SixLZZrMrj6oGG11MdYZ9iApjVeCXgWWw/111/33-w-56th-st-unit-4b-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/Pgz87GeNrbFP9ztvmJg8u3jj67G_YS1cmpWbV1RTXaQ/117/33-w-56th-st-unit-4b-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/bTuPdCEykLO_U1O3hmgMFPblLiylhcHy7j5v8YYe3GE/117/33-w-56th-st-unit-4b-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/_RKNU2CrjFmGEVPsOm3b4Q4yxlBqZ_6zs2_BsebY93U/117/33-w-56th-st-unit-4b-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/GunoAh9dpUnLMQbCpCongrHLQC46lcavs9pYOrXmdDs/117/33-w-56th-st-unit-4b-new-york-ny-building-photo.jpg?p=1""]","['Washer/Dryer - In Unit', 'Washer/Dryer Hookup']",97,100,86,yes,yes,"[0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.03, 0.0, 0.0, 0.0, 0.0, 0.24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07, 0.45]",4
432,he0dqj0,https://www.apartments.com/1414-6th-ave-new-york-ny-unit-1604/he0dqj0/,1414 6th Ave Unit 1604,"12,250",2,2,,"About 1414 6th Ave New York, NY 10019 Enjoy a lovely 2 bedroom 2 bathroom oasis at the iconic Plaza Residences, at the coveted corner of Fifth Avenue and Central Park South! This beautiful high-floor apartment is bathed in light by oversized windows facing south and west, with glass doors that open to a lovely Juliet balcony for getting a breath of fresh air. Gorgeous herringbone and strip hardwood flooring enriches the warmth throughout. A gracious entry foyer welcomes you inside, complete with a full shower bath, large closet and convenient washer-dryer. At right is the spacious south-facing primary bedroom suite with custom closets, and an elegantly-appointed spa bath featuring a marble-top vanity with dual sinks, relaxing soaking tub and separate shower. The generous open living area is a perfect place to lounge, dine and entertain. The chef in you will love the fully-equipped European-style kitchen, impeccably styled with abundant white cabinetry, sleek black countertops, tiled backsplash, and stainless steel appliances including an built in fridge. The second bedroom sits off the living room, privatized by sliding doors. Best of all are the exclusive white-glove amenities of this distinguished luxury building presenting a grand red-carpeted lobby entrance, 24-hour doormen, concierge, valet parking, private storage, maid service, plus access to The Palm Court, Champagne Bar, Rose Club, Warren-Tricomi Salon, Grand Ballroom, Terrace Room. Built in 1905 by Henry J. Hardenberg, the world renowned French Renaissance Chateau-inspired building, home to such notables as the Astors and Vanderbilts, is a Historic National Landmark standing 20 stately stories. Manhattan's premier living destination is only mere moments from Central Park, glamorous Fifth Avenue retail, fine dining and other prime attractions. 1414 6th Ave is a condo located in Manhattan County, the 10019 ZIP Code, and the Nyc Geog District # 3 - Manhattan attendance zone.","1414 6th Ave, New York, NY 10019  Central Park West","[""https://images1.apartments.com/i2/32T9njMYO3yDk-9yHLxRVcA18RpC1y1obuZvG2H9Kjk/111/1414-6th-ave-unit-1604-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/QcrNs0Qh1mfLh8xWBzBw51YeG6B_1wTz1AEV4n4u_FU/117/1414-6th-ave-unit-1604-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/ZtaxgdQ95TLrrggaa9ZbII9ArXH80UmKpTc6D121VNY/117/1414-6th-ave-unit-1604-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/TkLi1F9EhRLnxiI4Nl2qmPQvSCwsrfef6DyNdAcdrxo/117/1414-6th-ave-unit-1604-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/2OB9XgIEVvKt0g3SEj2JUkCMNX-_MfvcJ2sECcWz7lo/117/1414-6th-ave-unit-1604-new-york-ny-building-photo.jpg?p=1""]",[],99,100,83,yes,yes,"[0.0, 0.0, 0.0, 0.0, 0.43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.55]",4
433,mes9r1l,https://www.apartments.com/20-w-53rd-st-new-york-ny-unit-21b/mes9r1l/,20 W 53rd St Unit 21B,"12,000",1,1,,"About 20 W 53rd St New York, NY 10019 Hello, Thanks for stopping by! If I used my humble words to describe this residence, they will be too plain compared to what is The Baccarat has to offer, so please make an appointment to see for yourself in this beautiful condominium building in prime midtown! This unit has tenants in place, so we need 24 hours notice. 20 W 53rd St is a condo located in Manhattan County, the 10019 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","20 W 53rd St, New York, NY 10019  Midtown Center","[""https://images1.apartments.com/i2/wWo8oV2hP6nTCukJoBUchMRTcOGEYTWTzHIKGfwdxVw/111/20-w-53rd-st-unit-21b-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/dNqTJQpT8tuyc2WRzD8qXH2sr_sLP1iJ22lzdaCtBjs/117/20-w-53rd-st-unit-21b-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/h6oHmDvFJrJZ8_y9pTDVCaKXf6bpNAcBNhnK52NJre0/117/20-w-53rd-st-unit-21b-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/y4kRxZftmyVyVU13YGapdNQcyN7AXoTnXf4y82LxL-U/117/20-w-53rd-st-unit-21b-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/xvRx6ItjCITvulXAgqftcNUFd2ytmg0pPYCvkjaCLnc/117/20-w-53rd-st-unit-21b-new-york-ny-building-photo.jpg?p=1""]",[],97,100,89,yes,yes,"[0.0, 0.0, 0.0, 0.26, 0.0, 0.0, 0.0, 0.09, 0.0, 0.0, 0.0, 0.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46, 0.0]",2
434,rs85w40,https://www.apartments.com/18-w-48th-st-new-york-ny-unit-21d/rs85w40/,18 W 48th St Unit 21D,"4,500",1,1,,"About 18 W 48th St New York, NY 10036 Breathtaking city views from this meticulously designed one bedroom apartment at The Centria condominium. Apartment features South exposure, floor to ceiling windows, 10 foot ceilings, sleek Italian kitchen with elegant stainless steel finishes and state-of-the-art appliances, washer/dryer, marble bath with double vanity and a deep soaking tub, generous closet space. Building features 24 hour doorman, concierge, live-in resident manager, fitness center, resident's lounge with catering kitchen and bar, business center with WiFi and conference room. 18 W 48th St is a condo located in Manhattan County, the 10036 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","18 W 48th St, New York, NY 10036  Midtown Center","[""https://images1.apartments.com/m2/wo66fObkW4ACTeAm5mG0kq6D3-bUjeN6pBTsxhZBXMU/H520W520/map.jpg?p=1"", ""https://images1.apartments.com/m2/wo66fObkW4ACTeAm5mG0kq6D3-bUjeN6pBTsxhZBXMU/H520W520/map.jpg?p=1""]","['Washer/Dryer - In Unit', 'Washer/Dryer Hookup']",96,100,92,yes,yes,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34]",8
435,0t7xz61,https://www.apartments.com/20-w-53rd-st-new-york-ny-unit-34b/0t7xz61/,20 W 53rd St Unit 34B,"15,000",2,2,,"About 20 W 53rd St New York, NY 10019 Experience the new standard of luxury in this sprawling 2 bed, 2 bath apartment on the 34th floor of the Baccarat Hotel and Residences. In the heart of Midtown and just steps away from the Museum of Modern Art, you will enter into a separate lobby, private to all residents. Passing through the foyer underneath the signature Baccarat crystal chandelier, the 1,625 sq. ft. residence greets you with an expansive great room showcasing 11 foot, floor-to-ceiling windows and solid 6 wide ebony stained white oak floors. The SieMatic kitchen has customized high gloss lacquer ebonized walnut and nickel frame cabinetry, white iceberg granite lab countertop and high-end appliances throughout. The sun soaked master suite facing the Rockefeller Center is generous in size and includes two graciously-sized closets. The master bathroom features honed Lido white marble slab floors and walls, heated floors, and a freestanding soaking tub overlooking the city. The second bathrooms are fully clad in Siberian polished marble and the custom Fantini polished chrome fixtures are featured throughout. This residence also includes a washer/dryer unit. The Baccarat Residences are home to 24-hour multilingual concierge services, valet and limo service, as well as doormen. Residents also have complete access to the Flagship Baccarat Hotel downstairs, as well as all of the Hotel's services and amenities, such as Chevalier (the new restaurant by Michelin-starred chef Shea Gallante), Petite Salon lounge, Spa de la Mer (the only one of its kind), the Baccarat Bar, full fitness center and marble-clad pool with cabanas. In addition to the 24 hour room service, there is also business support, housekeeping, laundry, pressing, tailoring services, fresh flowers, chef services, and Baccarat Global Member Privileges."" 20 W 53rd St is a condo located in Manhattan County, the 10019 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","20 W 53rd St, New York, NY 10019  Midtown Center","[""https://images1.apartments.com/m2/65JkteOv6E-gziivj1vh_binNM66oGQh_vRcU9-81Nc/H520W520/map.jpg?p=1"", ""https://images1.apartments.com/m2/65JkteOv6E-gziivj1vh_binNM66oGQh_vRcU9-81Nc/H520W520/map.jpg?p=1""]","['Washer/Dryer - In Unit', 'Washer/Dryer Hookup']",97,100,89,yes,yes,"[0.0, 0.0, 0.0, 0.0, 0.19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.58]",4
436,tmw79xc,https://www.apartments.com/15-w-61st-st-new-york-ny-unit-9f/tmw79xc/,15 W 61st St Unit 9F,"10,000",2,2,,"About 15 W 61st St New York, NY 10023 Brand new 2 bedroom apartment! This southwest corner split two bedroom has all day light and striking sunsets. Residence 9F features an open living space with a tree-lined view. Light streams into the residence through 15 over-sized windows. Warm elegant interiors wide-plank white oak floors, quartzite kitchen countertops, high-gloss lacquer kitchen cabinets, Gioia Venatino marble bathrooms, custom millwork throughout, and a full-size washer and vented dryer complete the package. Nearly 20,000 square feet of thoughtfully planned amenities, designed by AD 100 designers Pembrooke & Ives, includes ample indoor and landscaped outdoor gardens and roof terrace (7,000 square feet), spaces for entertaining, dining, fitness, and leisure activities to suit every taste. Immediate occupancy.The Park Loggia at 15 West 61st Street is the latest iconic achievement of Skidmore, Owings & Merrill and is in the epicenter of culture and luxury, quite literally moments from Central Park, Columbus Circle, and New York City's most celebrated experiences. Developed by AvalonBay Communities, The Park Loggia features a classic and luminous terra cotta fa ade, elegant porte-cochere arrival and luxurious loggias. Attending a Lincoln Center ballet, seeing MoMA masterpieces, dining at Michelin star rated restaurants and shopping at couture designer flagship stores are all conveniently within reach at the nexus of Lincoln Square, Columbus Circle and the UWS. 15 W 61st St is a condo located in Manhattan County, the 10023 ZIP Code, and the Nyc Geog District # 3 - Manhattan attendance zone.","15 W 61st St, New York, NY 10023  Central Park West","[""https://images1.apartments.com/i2/OpGe7E8wIqedAzBha16wuzaPNoF1P6bEDJdx4DRiSoM/111/15-w-61st-st-unit-9f-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/nGUcNbIv7yIMVMeyOf3pvPDEUPRj-lXNxsv5I5xZ168/117/15-w-61st-st-unit-9f-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/pJ16_jghJsz5B1cHPmbo7D1Tv86dkJw4zhI-terDOAA/117/15-w-61st-st-unit-9f-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/Ypy3nLjWjfNghB7e4_FODwZIMTtARozzTYY3W6PMHBM/117/15-w-61st-st-unit-9f-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/dwpzPMUKgg_4NNN60lKz7I1QJQ2mZwp7D8DYcVSLF_4/117/15-w-61st-st-unit-9f-new-york-ny-building-photo.jpg?p=1""]",[],99,100,83,yes,yes,"[0.0, 0.0, 0.0, 0.0, 0.31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55]",4
437,wdw1szl,https://www.apartments.com/350-w-42nd-st-new-york-ny-unit-20g/wdw1szl/,350 W 42nd St Unit 20G,"5,999",2,2,,"About 350 W 42nd St New York, NY 10036 This is one of a kind two bedrooms two baths apartment at the Orion. two separate bedrooms, with master suite, excellent condition, amazing views and exellent light. building offers 3 floors of amenities, gym pool Jacuzzi, and multiple terraces. Building is very centrally located in the heart of Manhattan heart of Hell's Kitchen in the Heart of Hudson Yards. only two blocks away from all theaters fine Restaurants and shopping areas. 350 W 42nd St is a condo located in Manhattan County, the 10036 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","350 W 42nd St, New York, NY 10036  Garment District","[""https://images1.apartments.com/m2/avBYgp80N1Yb8o87-7PqyIX0Bob23_m4O98LSJSDrow/H520W520/map.jpg?p=1"", ""https://images1.apartments.com/m2/avBYgp80N1Yb8o87-7PqyIX0Bob23_m4O98LSJSDrow/H520W520/map.jpg?p=1""]",[],98,100,90,yes,yes,"[0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6
438,n26kqgq,https://www.apartments.com/57-w-58th-st-new-york-ny-unit-5gg/n26kqgq/,57 W 58th St Unit 5GG,"2,195",1,1,,"About 57 W 58th St New York, NY 10019 Come home to this great property in New York City, NY. Located at 57 W 58th St in New York City, this residential condo unit for rent provides easy access to city amenities and attractions. With this great space, you're home. Contact us to learn more about this property. 57 W 58th St is a condo located in Manhattan County, the 10019 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","57 W 58th St, New York, NY 10019  Midtown Center","[""https://images1.apartments.com/m2/w74eBV_lZIUuvG4S710ZVnO3KwvWfiWjjF_5IKxFeEo/H520W520/map.jpg?p=1"", ""https://images1.apartments.com/m2/w74eBV_lZIUuvG4S710ZVnO3KwvWfiWjjF_5IKxFeEo/H520W520/map.jpg?p=1""]",[],98,100,64,yes,yes,"[0.0, 0.0, 0.0, 0.0, 0.33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.63, 0.0]",2
439,bl2qfs9,https://www.apartments.com/47-20-w-47th-st-new-york-city-ny-unit-4g/bl2qfs9/,47-20 W 47th St Unit 4G,"2,200",1,1,,"About 47-20 W 47th St New York City, NY 11104 Welcome to the one of the most spacious one-bedroom coops in Sunnyside! Located on a tree-lined street, featuring views of charming greenery and the local park from each window. The entire apartment faces East, creating an abundance of great morning light! The unit features high ceilings, great closet space and hardwood floors. The foyer entry opens to a large dining area. There is an eat-in windowed kitchen to the left, equipped with solid wood cabinetry, stainless steel appliances and double fridge, all in excellent condition. The dining area opens into a large living space while the windowed bathroom is clean and includes a stand up shower and large storage area. The corridor entrance leads to a king size bedroom flooded with natural light. The bedroom has two closets, double window exposure and room for additional furniture. This charming well-maintained co-op building features a wide range of amenities, such as elevator, large hallways, bike rooms and storage, laundry facilities, and on-site super. The building is located in the prime Sunnyside area, is a great neighborhood with many attractions, close to shopping, excellent restaurants, a block away from the public library, and opposite Thomas Noonan Park. Close to all public transportation, a 20 minute commute to Manhattan on the 7 line, close to LIRR, Arthur Ashe Tennis Stadium and Citifield. 47-20 W 47th St is a condo located in Manhattan County, the 11104 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","47-20 W 47th St, New York City, NY 11104  Diamond District","[""https://images1.apartments.com/i2/l0xut_hf6dEWIoMJsT8JUAFlRkfvuAxrHNkdZAp1L0o/111/47-20-w-47th-st-unit-4g-new-york-city-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/ieNNTunIVMp2wP88kww0_WUOfl7YWpLHT1bB6QsqhtM/117/47-20-w-47th-st-unit-4g-new-york-city-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/yitetPVKUA2dBvNsqZIjtbfYV0EVrUCK1we9yO21kio/117/47-20-w-47th-st-unit-4g-new-york-city-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/RZDlSOzYEVx2DcGmZI3dDjP3hM3ZGurwA0mR_LzsO1Y/117/47-20-w-47th-st-unit-4g-new-york-city-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/CqT2Z0O4DpFZVLU6DNYREhDSIaUUVpRtOgCgTG3nuBY/117/47-20-w-47th-st-unit-4g-new-york-city-ny-building-photo.jpg?p=1""]",[],97,100,93,,,"[0.0, 0.0, 0.0, 0.0, 0.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
440,4dj9s9l,https://www.apartments.com/350-w-42nd-st-new-york-ny-unit-11i/4dj9s9l/,350 W 42nd St Unit 11I,"3,200",Studio,1,,"About 350 W 42nd St New York, NY 10036 This is a beautiful Studio at the Orion available rent. East West Exposure. Building offers 3 floors of amenities, Gym pool Jacuzzi and multiple terraces. In the heart of Manhattan, in the heart of Hell's Kitchen, in the Heart of Hudson yards. 350 W 42nd St is a condo located in Manhattan County, the 10036 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","350 W 42nd St, New York, NY 10036  Garment District","[""https://images1.apartments.com/m2/avBYgp80N1Yb8o87-7PqyIX0Bob23_m4O98LSJSDrow/H520W520/map.jpg?p=1"", ""https://images1.apartments.com/m2/avBYgp80N1Yb8o87-7PqyIX0Bob23_m4O98LSJSDrow/H520W520/map.jpg?p=1""]",[],98,100,90,yes,yes,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8
441,vkgmwvg,https://www.apartments.com/1-west-end-ave-new-york-ny-unit-20-g/vkgmwvg/,1 West End Ave Unit 20-G,"9,000",2,2,,"About 1 West End Ave New York, NY 10023 Never lived in before! This generously-proportioned 1,194 SF two-bedroom, two bath home is outfitted with walnut wide plank floors, floor-to-ceiling windows and custom finishes throughout. A living room with southern exposure offers extraordinary natural light and great space. The master bedroom can easily fit a king-sized bed. The five fixtures master bath offers heated Bianco Dolomiti marble floors, brushed limestone walls and a marble slab countertop. Recessed medicine cabinets with LED lighting, Zuma soaking tub, glass-enclosed shower and Dornbracht fixtures add to the resort-inspired experience. The custom Scavolini kitchen designed by Jeffery Beers for One West End features Dornbracht fixtures, walnut cabinets with champagne matte glass panels, and Vagli Fine Vein marble countertops and backsplash. Appliances include a Wolf cooktop range and oven, a Sub-Zero refrigerator, a Gaggenau wine refrigerator and a Miele dishwasher. One West End is a 42-story award-winning glass residential condominium designed by internationally acclaimed architects, Pelli Clarke Pelli. Commanding a full city block at West End Avenue, One West End is home to an expansive collection of indoor and outdoor resort-inspired amenities. These include: a 75-foot swimming pool with double-height cantilevered atrium, a private fitness center and spa, and a 12,000 sq.ft. terrace featuring cabanas, lush green spaces, and areas for grilling and private outdoor entertaining. Additional grandly-scaled amenity spaces include a living room with fireplace, media, billiards, and game rooms, a children's playroom with a private garden terrace and a private dining room with chef's kitchen. One West End's award-winning Lifestyle Team programs the amenity spaces and curates a magnificent selection of exclusive seasonal events, activities, classes, and partnerships for residents of all ages. 1 West End Ave is a condo located in Manhattan County, the 10023 ZIP Code, and the Nyc Geog District # 3 - Manhattan attendance zone.","1 West End Ave, New York, NY 10023  Lincoln Square","[""https://images1.apartments.com/i2/jUvwIHTlSxRAIiP4BimlvxWyDeAtSfD_KQ-VWznNi1Q/111/1-west-end-ave-unit-20-g-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/SvyOLgKmd-kg9VDLydJQrcLLIuS4E0E2YDVkEU-4EfE/117/1-west-end-ave-unit-20-g-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/fZDR_PcrbgLCIs9pp2uuWJ_i8cFTQwkwthzFkV-YuR4/117/1-west-end-ave-unit-20-g-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/IPbaX_z_xsjMyAZy3CwGUW8o5l0xWZz8Cscvh8qPvek/117/1-west-end-ave-unit-20-g-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/etQGn8dEj4osdbrQDvYz-G4zODSOjVsoEfhry1Mgp3E/117/1-west-end-ave-unit-20-g-new-york-ny-building-photo.jpg?p=1""]","['Washer/Dryer - In Unit', 'Washer/Dryer Hookup']",96,100,81,yes,yes,"[0.0, 0.0, 0.0, 0.0, 0.13, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03, 0.79]",4
